,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,CRFANP1,CRFANPa,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,WRDPOSin,WRDPOSuh,RDFRE,RDFKGL,RDL2,class
nf aci worldwide 2010.txt,157,406,10144,2.585999966,2.029000044,25.92900085,15.28199959,1.83099997,1.031999946,5.386000156,2.948999882,-1.148000002,12.71000004,-0.063000001,47.61000061,-0.486000001,31.55999947,1.246999979,89.25,0.217999995,58.31999969,-1.65199995,4.949999809,-2.154000044,1.580000043,0.449000001,67,0.671999991,0.785000026,0.806999981,0.492000014,0.625999987,0.620000005,0.187999994,0.167999998,0.120999999,0.148000002,0.128000006,0.041999999,0.391000003,0.209000006,0.398000002,0.188999996,0.423999995,0.214000002,0.460000008,0.120999999,0.239999995,0.128000006,57.72499847,98.39199829,93.75,27.40500069,34.00999832,12.02700043,16.46299934,26.91200066,55.10599899,86.45500183,11.33699989,21.49099922,31.34900093,9.661000252,0.456999987,1.868999958,0.061999999,0.414000005,0.888000011,5.485000134,1.381000042,0.586000025,0.81400001,0.786000013,0.086000003,0.074000001,392.4490051,133.1820068,17.84300041,145.6029968,8.083999634,3.549000025,14.39299965,10.54800034,318.2179871,104.0019989,94.73600006,27.50399971,27.11000061,0,23.8560009,0.196999997,0,1.577000022,1.85800004,2.773999929,0.984000027,422.7869873,550.1030273,369.1040039,398.5209961,422.552002,2.927999973,6.986999989,1.75,2.276000023,131.0130005,0,26.57299995,15.76000023,11.31999969,nf
nf Adtran 2000.txt,88,400,9391,4.545000076,3.555999994,24.21800041,12.59500027,1.842000008,1.06099999,5.56400013,3.247999907,-1.207000017,11.51000023,0.225999996,58.70999908,-0.38499999,35.20000076,0.624000013,73.23999786,0.090999998,53.59000015,-1.534000039,6.300000191,-2.030999899,2.119999886,-1.101999998,13.56999969,0.666999996,0.772000015,0.796999991,0.453999996,0.588,0.586000025,0.165000007,0.173999995,0.098999999,0.141000003,0.148000002,0.048999999,0.331,0.202000007,0.30399999,0.193000004,0.412,0.229000002,0.402999997,0.119999997,0.308999985,0.177000001,76.31300354,124.586998,88.27600098,26.72800064,32.05199814,9.796999931,15.22700024,14.1619997,53.56200027,83.91000366,8.732000351,27.04700089,37.80199814,13.09799957,0.395999998,1.297999978,0.067000002,0.388999999,0.755999982,5.558000088,1.187999964,0.597000003,0.838999987,0.815999985,0.127000004,0.082000002,391.118988,142.7960052,17.25099945,146.4170074,4.366000175,2.769000053,21.93600082,15.12100029,347.6730042,97.86000061,106.1650009,26.94000053,32.79700089,0.213,28.85700035,0,0,1.383999944,1.881999969,2.737999916,1.164000034,415.5690002,553.625,383.0679932,394.0889893,411.6929932,3.499000072,6.389999866,1.768000007,2.295000076,135.6620026,0,27.17200089,15.30200005,13.16399956,nf
nf Adtran 2001.txt,169,565,11493,3.342999935,3.15899992,20.91200066,12.8409996,1.843999982,1.057000041,5.497000217,3.127000093,-1.06400001,14.46000004,0.432999998,66.63999939,-0.574000001,28.43000031,0.462000012,67.72000122,0.041000001,51.59999847,-1.802999973,3.589999914,-2.338999987,0.99000001,-0.72299999,23.57999992,0.583000004,0.722000003,0.697000027,0.363999993,0.538999975,0.492000014,0.157000005,0.173999995,0.094999999,0.136000007,0.182999998,0.055,0.305000007,0.200000003,0.284999996,0.185000002,0.328000009,0.232999995,0.395000011,0.122000001,0.280000001,0.159999996,72.43399811,118.223999,87.27100372,26.71199989,34.63000107,13.83500004,12.78999996,13.13799953,55.16400146,79.26599884,13.13799953,27.58200073,39.5019989,12.26799965,0.430999994,1.289000034,0.056000002,0.284999996,0.787999988,4.744999886,1.190999985,0.612999976,0.84799999,0.824000001,0.108000003,0.075000003,392.3259888,148.3509979,18.01099968,145.9149933,4.349999905,2.957999945,20.62100029,17.14100075,336.9880066,96.23200226,109.5449982,26.27700043,42.89599991,0.261000007,39.5019989,0.522000015,0,1.478999972,1.889000058,2.749000072,1.133000016,415.8210144,554.1970215,382.8710022,394.730011,412.2460022,3.427000046,6.495999813,1.690999985,2.25,134.1690063,0,30.18499947,14.10299969,11.73200035,nf
nf AEP 2000.txt,165,613,15892,3.714999914,3.242000103,26.33600044,21.48999977,1.851999998,1.128000021,5.377999783,3.104000092,-1.322999954,9.340000153,0.140000001,55.56999969,-0.458000004,32.63999939,0.501999974,69.15000153,0.119999997,54.77999878,-1.406999946,8.079999924,-1.514999986,6.550000191,-1.152999997,12.51000023,0.670000017,0.739000022,0.734000027,0.449999988,0.549000025,0.549000025,0.157000005,0.144999996,0.089000002,0.111000001,0.138999999,0.037999999,0.298000008,0.194999993,0.230000004,0.187999994,0.40200001,0.206,0.388000011,0.104999997,0.244000003,0.133000001,73.96600342,116.9469986,84.19300079,29.95199966,28.06399918,7.236000061,11.07499981,19.69499969,46.06100082,80.29199982,6.291999817,23.47100067,33.60200119,12.14400005,0.430000007,1.773000002,0.071999997,0.344999999,0.750999987,7.197000027,1.322999954,0.621999979,0.855000019,0.838,0.093000002,0.079999998,379.1849976,154.4799957,16.29800034,138.371994,12.45899963,5.03399992,16.23500061,19.56999969,347.7219849,105.0220032,92.81400299,25.48500061,23.15600014,1.447000027,12.83699989,0.126000002,0.126000002,3.272000074,1.873000026,2.808000088,1.006999969,409.7139893,552.7360229,375.9049988,397.7380066,423.3630066,3.280999899,6.177999973,1.774999976,2.257999897,132.5200043,0,23.84199905,16.37400055,10.46500015,nf
nf AEP 2001.txt,123,616,14213,5.007999897,3.878000021,23.48699951,12.05799961,1.822999954,1.049000025,5.356999874,2.997999907,-1.440000057,7.489999771,0.312000006,62.16999817,-0.196999997,42.47000122,0.263999999,60.25999832,-0.162,43.63999939,-1.578999996,5.710000038,-1.998999953,2.279999971,-1.006999969,15.86999989,0.662,0.75,0.745999992,0.393999994,0.518999994,0.513999999,0.143000007,0.128999993,0.077,0.101999998,0.136999995,0.045000002,0.291999996,0.177000001,0.237000003,0.165000007,0.421000004,0.216000006,0.381000012,0.097000003,0.275999993,0.157000005,76.2480011,125.9140015,85.13300323,25.68099976,26.66600037,8.232000351,11.39799976,17.4489994,51.92399979,80.7009964,7.247000217,23.35899925,31.16900063,14.0010004,0.333000004,1.340000033,0.064999998,0.347000003,0.768000007,5.881000042,1.325000048,0.609000027,0.865999997,0.846000016,0.098999999,0.083999999,389.3619995,144.6560059,12.80500031,135.0169983,10.06099987,3.65899992,17.02700043,14.1420002,369.6619873,97.93900299,99.76799774,20.19300079,30.81699944,0.773999989,23.99200058,0.421999991,0.493000001,2.322000027,1.853999972,2.742000103,0.897000015,403.1019897,550.9550171,383.3340149,404,418.0450134,3.427999973,6.420000076,1.725999951,2.443000078,127.7699966,0,29.19000053,14.92000008,9.67800045,nf
nf aetna inc 2004.txt,190,673,16713,3.542000055,3.111000061,25.3239994,14.61600018,1.871999979,1.093999982,5.553999901,3.065000057,-1.595999956,5.590000153,0.469000012,67.72000122,-0.574000001,28.43000031,0.876999974,80.77999878,0.263999999,60.25999832,-1.812000036,3.50999999,-1.889999986,2.940000057,-0.333999991,37.06999969,0.734000027,0.764999986,0.808000028,0.532999992,0.577000022,0.624000013,0.173999995,0.160999998,0.096000001,0.128000006,0.018999999,0.002,0.386999995,0.204999998,0.352999985,0.186000004,0.439999998,0.254000008,0.444999993,0.112999998,0.200000003,0.115000002,64.2440033,114.3860016,87.89600372,28.00200081,31.41300011,8.616000175,11.54800034,17.65099907,49.96099854,80.47599792,8.317000389,26.08699989,32.25,8.914999962,0.236000001,2.519999981,0.059999999,0.316000015,0.825999975,5.84800005,1.399999976,0.598999977,0.841000021,0.818000019,0.093999997,0.079999998,382.6960144,130.378006,15.79599953,146.3529968,11.00899982,4.427999973,16.5739994,8.914999962,369.8909912,98.06700134,98.30599976,26.86499977,7.239999771,0.059999999,0.180000007,0,0.358999997,0.777999997,1.893000007,2.73300004,1.004999995,419.946991,549.6760254,375.144989,393.1159973,418.4030151,3.392999887,7.083000183,1.753000021,2.664000034,133.3090057,0,23.25699997,16.18499947,11.85700035,nf
nf aetna inc 2005.txt,150,409,9026,2.726999998,2.519000053,22.53300095,13.56099987,1.886000037,1.11500001,5.614999771,3.109999895,-1.557999969,6.059999943,0.460999995,67.72000122,-0.075999998,47.20999908,0.189999998,57.13999939,0.39199999,65.16999817,-1.626999974,5.260000229,-2.09100008,1.830000043,-0.326999992,37.45000076,0.657000005,0.716000021,0.748000026,0.497000009,0.556999981,0.574999988,0.128999993,0.119000003,0.081,0.101999998,0.066,0.018999999,0.32100001,0.186000004,0.291999996,0.173999995,0.379999995,0.241999999,0.405000001,0.107000001,0.326999992,0.191,80.29000092,122.8889999,90.84899902,28.80599976,32.4620018,8.531000137,10.08199978,21.27199936,52.73699951,82.87200165,8.088000298,27.69799995,32.57300186,10.96800041,0.174999997,2.359999895,0.056000002,0.287999988,0.842000008,4.919000149,1.319000006,0.620000005,0.875,0.851999998,0.089000002,0.082000002,374.6950073,147.2409973,18.05900002,133.3919983,12.4090004,2.105000019,19.05599976,12.07600021,388.9869995,100.0439987,98.93599701,25.92499924,17.50499916,0.222000003,7.866000175,0,0.665000021,4.652999878,1.932999969,2.746999979,1.059000015,412.7940063,555.6879883,378.7789917,399.375,434.9110107,3.502000093,6.880000114,1.687000036,2.720999956,123.3099976,0,24.87999916,15.27099991,10.07900047,nf
nf Amjen 2000.txt,156,519,11362,3.326999903,2.619999886,22.44099998,12.90200043,1.932999969,1.200999975,5.59499979,3.26699996,-1.488000035,6.940000057,0.532000005,70.19000244,-0.228,41.29000092,0.479999989,68.08000183,0.162,56.36000061,-1.345000029,9.010000229,-2.467999935,0.689999998,-0.785000026,21.77000046,0.666000009,0.723999977,0.763000011,0.444999993,0.521000028,0.551999986,0.164000005,0.165999994,0.088,0.123999998,0.068000004,0.015,0.298999995,0.209000006,0.27700001,0.201000005,0.328999996,0.217999995,0.395999998,0.125,0.273000002,0.153999999,67.58899689,119.5220032,92.06099701,31.33300018,33.53300095,11.88199997,7.568999767,19.71500015,56.15200043,84.84400177,9.857000351,23.58699989,30.7159996,15.05000019,0.300999999,1.639999986,0.072999999,0.32100001,0.787,5.032999992,1.151000023,0.60799998,0.838,0.814999998,0.098999999,0.083999999,410.0509949,146.1009979,13.90600014,143.548996,10.73799992,2.463999987,13.11400032,11.97000027,367.8049927,91.97399902,102.8860016,22.88299942,13.90600014,0.175999999,9.241000175,0,0,0.703999996,1.906000018,2.844000101,1.144999981,411.1919861,553.4609985,389.8450012,407.5090027,424.2659912,3.214999914,5.915999889,1.743999958,2.280999899,134.6589966,0,21.08300018,15.75699997,11.91600037,nf
nf Amjen 2001.txt,171,675,16156,3.947000027,3.447999954,24.48699951,14.51099968,1.922000051,1.184000015,5.541999817,3.20600009,-1.398000002,8.229999542,0.31400001,62.16999817,-0.204999998,42.06999969,0.711000025,76.11000061,0.142000005,55.56999969,-1.429999948,7.639999866,-2.592999935,0.479999989,-0.558000028,29.12000084,0.726999998,0.765999973,0.796999991,0.485000014,0.550000012,0.578000009,0.170000002,0.165999994,0.094999999,0.128999993,0.074000001,0.018999999,0.319000006,0.195999995,0.279000014,0.195999995,0.36500001,0.232999995,0.405999988,0.122000001,0.248999998,0.137999997,63.0530014,121.5410004,93.52600098,28.90600014,32.68099976,12.93599987,9.036999702,16.64999962,57.56399918,84.48899841,11.38899994,21.9109993,29.83399963,12.56499958,0.361000001,1.74000001,0.071999997,0.340000004,0.809000015,5.368999958,1.146000028,0.600000024,0.828999996,0.808000028,0.096000001,0.075000003,407.8980103,149.4799957,15.28800011,145.4570007,10.27499962,3.46600008,15.59799957,12.99800014,368.5950012,97.48699951,93.33999634,23.45899963,15.96899986,0.123999998,8.727000237,0.186000004,0.186000004,1.547000051,1.881999969,2.84100008,1.042000055,415.1489868,552.1879883,387.9360046,403.7850037,424,3.194999933,5.981999874,1.741999984,2.282000065,131.0970001,0,19.94000053,16.42399979,11.51799965,nf
nf Amphenol Corp 2002.txt,116,280,5790,2.414000034,2.069000006,21.16799927,14.75899982,1.932999969,1.166000009,5.646999836,3.187999964,-1.664000034,4.849999905,0.43900001,66.63999939,-0.513999999,30.5,0.449000001,67,0.25999999,59.86999893,-1.457999945,7.349999905,-2.339999914,0.959999979,0.032000002,51.20000076,0.658999979,0.691999972,0.709999979,0.463999987,0.495999992,0.52700001,0.151999995,0.155000001,0.086999997,0.115999997,0.035999998,0.007,0.330000013,0.215000004,0.365999997,0.194000006,0.333000004,0.236000001,0.409999996,0.123000003,0.326000005,0.207000002,62.44400024,102.5350037,90.32800293,26.07900047,27.97900009,5.52699995,8.116999626,18.13500023,58.54899979,85.49199677,5.52699995,24.00699997,28.67000008,5.181000233,0.193000004,4.160999775,0.057999998,0.27700001,0.837000012,3.921000004,1.386999965,0.606000006,0.836000025,0.808000028,0.118000001,0.079000004,388.6010132,124.1800003,17.78899956,139.0330048,9.845000267,2.763000011,14.33500004,8.980999947,366.1480103,98.61799622,98.44599915,30.05200005,14.85299969,0.172999993,2.417999983,0,0,1.036000013,1.89199996,2.739000082,1.133000016,417.8569946,550.0319824,392.9880066,401.8259888,403.5079956,3.510999918,6.730999947,1.600000024,2.484999895,126.0790024,0,22.31399918,15.2840004,12.1590004,nf
nf Amphenol Corp 2003.txt,110,316,7503,2.872999907,2.453999996,24.53499985,16.41799927,1.898000002,1.14199996,5.579999924,3.144999981,-1.600999951,5.480000019,0.059999999,52.38999939,-0.446999997,33,0.741999984,77.04000092,0.224000007,58.70999908,-0.947000027,17.36000061,-2.203999996,1.389999986,0.272000015,60.63999939,0.691999972,0.73299998,0.749000013,0.537999988,0.582000017,0.61500001,0.153999999,0.144999996,0.096000001,0.112999998,0.022,0.005,0.333000004,0.210999995,0.345999986,0.186000004,0.365999997,0.239999995,0.412999988,0.118000001,0.291999996,0.173999995,59.91799927,93.09899902,87.96499634,24.92300034,24.92300034,3.86500001,7.597000122,17.59300041,57.84400177,84.89900208,3.86500001,24.65699959,29.72100067,3.997999907,0.203999996,4.967999935,0.083999999,0.374000013,0.859000027,4.90500021,1.263000011,0.601000011,0.833000004,0.809000015,0.094999999,0.079000004,410.7690125,112.0889969,18.52599907,149.2740021,8.397000313,2.131999969,16.12700081,7.997000217,346.7950134,93.16200256,94.4960022,30.52099991,10.9289999,0.133000001,0.133000001,0,0,0.666000009,1.878000021,2.763000011,1.141000032,416.9159851,552.1279907,392.7080078,405.5920105,407.7120056,3.318000078,6.752999783,1.697000027,2.355999947,133.1470032,0,22.16399956,16.06699944,10.52600002,nf
nf Analog Devices 2006.txt,246,743,18481,3.019999981,2.60800004,25.38899994,14.70600033,1.889999986,1.120000005,5.501999855,3.167000055,-1.05400002,14.68999958,0.093999997,53.59000015,-0.883000016,18.94000053,0.899999976,81.58999634,0.142000005,55.56999969,-1.893000007,2.940000057,-2.214999914,1.360000014,-0.298999995,38.59000015,0.65200001,0.782000005,0.74000001,0.407000005,0.612999976,0.521000028,0.171000004,0.142000005,0.107000001,0.128000006,0.272000015,0.082999997,0.360000014,0.197999999,0.351999998,0.192000002,0.384000003,0.233999997,0.421000004,0.111000001,0.229000002,0.122000001,68.40899658,114.9909973,89.33499908,29.76000023,34.03499985,13.79800034,12.39099979,14.28499985,53.02700043,82.35500336,12.4989996,21.04899979,32.62799835,12.87800026,0.549000025,1.547999978,0.07,0.354999989,0.814999998,5.69299984,1.248000026,0.592000008,0.841000021,0.819000006,0.088,0.072999999,389.2650146,149.0180054,16.71999931,146.798996,12.22900009,5.789999962,13.96000004,13.20300007,313.6199951,92.04100037,113.7929993,29.81500053,45.99300003,0.108000003,42.63800049,0,0,2.217999935,1.848999977,2.766000032,0.869000018,415.6990051,552.5670166,377.8200073,392.118988,406.7049866,3.282999992,6.768000126,1.684999943,2.210000038,141.0639954,0,21.69499969,16.41200066,10.34000015,nf
nf Analog Devices 2007.txt,283,819,20326,2.894000053,2.726000071,25.34399986,14.33600044,1.891000032,1.118000031,5.5,3.155999899,-1.034000039,15.14999962,0.104999997,53.97999954,-0.972000003,16.60000038,0.819999993,79.09999847,0.131999999,55.16999817,-1.889000058,2.940000057,-2.255000114,1.220000029,-0.268000007,39.74000168,0.602999985,0.762000024,0.718999982,0.384000003,0.602999985,0.505999982,0.166999996,0.150000006,0.103,0.123999998,0.296000004,0.086999997,0.34799999,0.203999996,0.333000004,0.192000002,0.375999987,0.243000001,0.419,0.115000002,0.216999993,0.114,68.81900024,115.288002,88.90100098,28.97800064,34.68500137,14.11999989,12.20100021,14.90699959,53.57699966,81.81600189,12.79100037,20.21999931,31.58499908,12.00399971,0.56099999,1.60800004,0.067000002,0.340000004,0.815999985,5.586999893,1.261000037,0.592999995,0.842000008,0.819999993,0.083999999,0.071000002,387.0409851,148.9230042,17.51499939,149.2180023,12.25,6.001999855,14.56299973,13.47999954,310.8340149,92.34500122,112.762001,29.76499939,46.93500137,0.048999999,43.93399811,0,0,2.115999937,1.850000024,2.772000074,0.869000018,416.598999,552.4749756,375.3049927,389.9400024,406.322998,3.276000023,6.793000221,1.666000009,2.196000099,141.0019989,0,21.66600037,16.40299988,9.92800045,nf
nf Apple Inc 1999.txt,230,632,15421,2.747999907,2.141000032,24.77700043,14.60000038,1.835000038,1.059999943,5.43900013,3.046000004,-1.335999966,9.180000305,0.116999999,54.38000107,-0.388000011,35.20000076,1.034000039,84.84999847,0.001,50,-1.338999987,9.010000229,-2.371999979,0.889999986,-0.397000015,34.83000183,0.745999992,0.76700002,0.802999973,0.593999982,0.623000026,0.657999992,0.163000003,0.143999994,0.101000004,0.119999997,0.039999999,0.006,0.331,0.189999998,0.347000003,0.171000004,0.354000002,0.231999993,0.409000009,0.108000003,0.238000005,0.130999997,60.88199997,92.71399689,90.00700378,26.45700073,28.46800041,9.402999878,14.00699997,13.55300045,56.54600143,86.0510025,8.625,24.77099991,35.86000061,8.949000359,0.44600001,1.799000025,0.059,0.30399999,0.818000019,6.013000011,1.324000001,0.586000025,0.822000027,0.799000025,0.081,0.077,385.7080078,133.9080048,17.50900078,143.4409943,10.50500011,4.862999916,15.49800014,11.28299999,339.3429871,95.51799774,105.1169968,29.8939991,11.86699963,0.129999995,0,0,0,1.621000051,1.89199996,2.815000057,1.014999986,406.1560059,557.7329712,382.9750061,398.6799927,410.3840027,3.457999945,6.666999817,1.713999987,2.332999945,132.7409973,0,26.82799911,15.57900047,10.45899963,nf
nf Apple Inc 2000.txt,210,557,13856,2.65199995,1.97300005,25.27499962,15.36600018,1.848999977,1.067000031,5.452000141,3.049999952,-1.388000011,8.380000114,0.071999997,52.79000092,-0.331999987,37.06999969,1.093999982,86.20999908,0.338999987,62.93000031,-1.375,8.529999733,-2.487999916,0.660000026,-0.214000002,41.68000031,0.763000011,0.787999988,0.834999979,0.583999991,0.617999971,0.658999979,0.179000005,0.155000001,0.104999997,0.127000004,0.025,0.004,0.351999998,0.199000001,0.38499999,0.170000002,0.361000001,0.236000001,0.414000005,0.114,0.234999999,0.134000003,61.39400101,99.62999725,92.01799774,29.95100021,30.45599937,10.97000027,13.06299973,12.99100018,57.23199844,87.11000061,9.887000084,24.24900055,36.87900162,7.217000008,0.518999994,2.484999895,0.061999999,0.316000015,0.83099997,6.630000114,1.289999962,0.583000004,0.819999993,0.800000012,0.082999997,0.077,392.8980103,129.6190033,17.82600021,143.9089966,9.81499958,4.329999924,14.93900013,10.82600021,342.8120117,94.54399872,109.1230011,29.66200066,10.24800014,0.143999994,0,0,0,1.154999971,1.886000037,2.789000034,1.067000031,405.5429993,556.7559814,384.1520081,400.4410095,412.6440125,3.434000015,6.68599987,1.656000018,2.346999884,134.3099976,0,25.15999985,15.93000031,11.29300022,nf
nf arrow 1999.txt,22,160,4115,7.272999763,4.453000069,26.34399986,14.28600025,1.866999984,1.09800005,5.571000099,3.059999943,-1.524000049,6.429999828,-0.150000006,44.04000092,-0.200000003,42.06999969,1.121999979,86.86000061,0.086999997,53.18999863,-0.896000028,18.67000008,-1.297000051,9.850000381,-0.456999987,32.63999939,0.842999995,0.867999971,0.874000013,0.586000025,0.629999995,0.667999983,0.187999994,0.156000003,0.120999999,0.149000004,0.075000003,0.012,0.367000014,0.191,0.308999985,0.192000002,0.527999997,0.232999995,0.433999985,0.125,0.375999987,0.237000003,63.92399979,99.86299896,83.35399628,29.89100075,24.05800056,4.131000042,15.06700039,15.55300045,44.7140007,81.40899658,3.40199995,21.1420002,31.83499908,10.20699978,0.5,1.906999946,0.119999997,0.462000012,0.81099999,5.756000042,1.19599998,0.582000017,0.822000027,0.802999973,0.123999998,0.100000001,427.2179871,100.8509979,9.963999748,161.1179962,5.346000195,4.131000042,16.28199959,5.831999779,374.4830017,86.27100372,95.01799774,20.65600014,11.42199993,0,0,0,2.673000097,3.40199995,1.889999986,2.782000065,0.958999991,418.6199951,554.0189819,393.0379944,408.4719849,416.9620056,3.164000034,6.375,1.768000007,2.355000019,145.8079987,0,22.78199959,16.47100067,14.36400032,nf
